"GHO (CODE)","GHO (DISPLAY)","GHO (URL)","PUBLISHSTATE (CODE)","PUBLISHSTATE (DISPLAY)","PUBLISHSTATE (URL)","YEAR (CODE)","YEAR (DISPLAY)","YEAR (URL)","REGION (CODE)","REGION (DISPLAY)","REGION (URL)","COUNTRY (CODE)","COUNTRY (DISPLAY)","COUNTRY (URL)","SEX (CODE)","SEX (DISPLAY)","SEX (URL)","ENVCAUSE (CODE)","ENVCAUSE (DISPLAY)","ENVCAUSE (URL)","Display Value","Numeric","Low","High","StdErr","StdDev","Comments"
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","EMR","Eastern Mediterranean","","EGY","Egypt","","BTSX","Both sexes","","ENVCAUSE114","Stroke","","13[ 11–16]","12.95059","10.54824","16.46610","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","AFR","Africa","","ERI","Eritrea","","MLE","Male","","ENVCAUSE113","Ischaemic heart disease","","23[ 19–26]","22.67522","19.43285","26.01321","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","AFR","Africa","","ERI","Eritrea","","MLE","Male","","ENVCAUSE068","Trachea, bronchus, lung cancers","","1[ 1–1]","0.69891","0.52265","0.85778","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","EUR","Europe","","ESP","Spain","","FMLE","Female","","ENVCAUSE113","Ischaemic heart disease","","10[ 5–16]","10.44072","5.44224","16.48479","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","EUR","Europe","","ESP","Spain","","MLE","Male","","ENVCAUSE113","Ischaemic heart disease","","12[ 8–16]","12.14394","8.17431","16.28022","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","EUR","Europe","","EST","Estonia","","FMLE","Female","","ENVCAUSE113","Ischaemic heart disease","","47[ 24–83]","47.16240","23.51798","82.68168","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","EUR","Europe","","EST","Estonia","","MLE","Male","","ENVCAUSE113","Ischaemic heart disease","","39[ 24–62]","39.22670","23.62139","61.79466","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","AFR","Africa","","ETH","Ethiopia","","FMLE","Female","","ENVCAUSE113","Ischaemic heart disease","","18[ 15–20]","17.55082","15.36674","19.71690","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","WPR","Western Pacific","","FSM","Micronesia (Federated States of)","","MLE","Male","","ENVCAUSE039","Lower respiratory infections","","19[ 15–22]","19.04572","15.37055","21.96307","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","AFR","Africa","","GAB","Gabon","","MLE","Male","","ENVCAUSE039","Lower respiratory infections","","24[ 17–34]","24.24957","17.17630","34.21547","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","AFR","Africa","","GAB","Gabon","","MLE","Male","","ENVCAUSE114","Stroke","","7[ 5–10]","6.95244","5.11499","9.77818","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","EUR","Europe","","GBR","United Kingdom of Great Britain and Northern Ireland","","MLE","Male","","ENVCAUSE039","Lower respiratory infections","","5[ 1–10]","4.84304","1.46333","9.79172","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","EUR","Europe","","GBR","United Kingdom of Great Britain and Northern Ireland","","FMLE","Female","","ENVCAUSE114","Stroke","","5[ 2–13]","5.29763","2.09617","12.91221","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","EUR","Europe","","GBR","United Kingdom of Great Britain and Northern Ireland","","MLE","Male","","ENVCAUSE114","Stroke","","4[ 2–8]","3.91629","2.03161","8.21297","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","EUR","Europe","","GEO","Georgia","","FMLE","Female","","ENVCAUSE114","Stroke","","50[ 31–75]","50.06156","31.46719","75.36204","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","EUR","Europe","","GEO","Georgia","","MLE","Male","","ENVCAUSE114","Stroke","","49[ 34–68]","48.53759","34.00995","67.74240","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","AFR","Africa","","GHA","Ghana","","FMLE","Female","","ENVCAUSE068","Trachea, bronchus, lung cancers","","0[ 0–0]","0.30545","0.24340","0.36065","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","AFR","Africa","","GHA","Ghana","","FMLE","Female","","ENVCAUSE114","Stroke","","31[ 27–36]","31.27802","26.59187","36.33360","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","AFR","Africa","","GIN","Guinea","","BTSX","Both sexes","","ENVCAUSE068","Trachea, bronchus, lung cancers","","0[ 0–0]","0.42295","0.33536","0.49908","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","AFR","Africa","","GIN","Guinea","","FMLE","Female","","ENVCAUSE068","Trachea, bronchus, lung cancers","","0[ 0–0]","0.35251","0.28741","0.40493","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","AFR","Africa","","GMB","Gambia","","BTSX","Both sexes","","ENVCAUSE068","Trachea, bronchus, lung cancers","","1[ 0–1]","0.52232","0.40516","0.61863","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","AFR","Africa","","GMB","Gambia","","FMLE","Female","","ENVCAUSE068","Trachea, bronchus, lung cancers","","0[ 0–0]","0.30941","0.25245","0.35537","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","AFR","Africa","","GNB","Guinea-Bissau","","BTSX","Both sexes","","ENVCAUSE113","Ischaemic heart disease","","24[ 21–27]","23.63628","20.76655","26.64192","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","AFR","Africa","","GNB","Guinea-Bissau","","BTSX","Both sexes","","ENVCAUSE068","Trachea, bronchus, lung cancers","","1[ 0–1]","0.55522","0.44075","0.65286","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","AFR","Africa","","GNB","Guinea-Bissau","","FMLE","Female","","ENVCAUSE068","Trachea, bronchus, lung cancers","","1[ 0–1]","0.53042","0.43186","0.60879","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","AFR","Africa","","GNQ","Equatorial Guinea","","BTSX","Both sexes","","ENVCAUSE113","Ischaemic heart disease","","20[ 15–25]","20.08229","14.68382","24.92226","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","EUR","Europe","","GRC","Greece","","BTSX","Both sexes","","ENVCAUSE113","Ischaemic heart disease","","29[ 18–53]","28.73567","18.20731","52.60452","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","AMR","Americas","","GRD","Grenada","","BTSX","Both sexes","","ENVCAUSE113","Ischaemic heart disease","","19[ 15–24]","19.42509","14.99378","24.28381","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","EUR","Europe","","HRV","Croatia","","BTSX","Both sexes","","ENVCAUSE039","Lower respiratory infections","","3[ 2–5]","3.25585","1.57404","5.37452","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","EUR","Europe","","HRV","Croatia","","FMLE","Female","","ENVCAUSE039","Lower respiratory infections","","3[ 1–5]","2.94394","1.39451","4.91314","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","AMR","Americas","","HTI","Haiti","","BTSX","Both sexes","","ENVCAUSE039","Lower respiratory infections","","39[ 33–44]","39.00788","32.94450","44.00999","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","AMR","Americas","","HTI","Haiti","","FMLE","Female","","ENVCAUSE039","Lower respiratory infections","","35[ 30–39]","35.07526","29.72577","39.44687","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","EUR","Europe","","HUN","Hungary","","BTSX","Both sexes","","ENVCAUSE039","Lower respiratory infections","","2[ 1–3]","1.86265","0.83619","3.10477","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","EUR","Europe","","HUN","Hungary","","FMLE","Female","","ENVCAUSE039","Lower respiratory infections","","2[ 1–3]","1.78643","0.80197","2.97772","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","EUR","Europe","","HUN","Hungary","","BTSX","Both sexes","","ENVCAUSE114","Stroke","","11[ 7–19]","10.83558","6.77471","18.52275","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","SEAR","South-East Asia","","IDN","Indonesia","","BTSX","Both sexes","","ENVCAUSE039","Lower respiratory infections","","8[ 6–10]","8.28681","6.14613","10.46306","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","SEAR","South-East Asia","","IDN","Indonesia","","MLE","Male","","ENVCAUSE068","Trachea, bronchus, lung cancers","","6[ 4–9]","6.22340","3.88310","8.66709","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","SEAR","South-East Asia","","IDN","Indonesia","","BTSX","Both sexes","","ENVCAUSE114","Stroke","","23[ 18–30]","23.32716","17.68196","29.65710","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","SEAR","South-East Asia","","IND","India","","MLE","Male","","ENVCAUSE068","Trachea, bronchus, lung cancers","","5[ 4–6]","5.21679","3.84059","6.40168","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","SEAR","South-East Asia","","IND","India","","BTSX","Both sexes","","ENVCAUSE114","Stroke","","19[ 16–23]","19.11145","15.50865","23.00114","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","EUR","Europe","","IRL","Ireland","","MLE","Male","","ENVCAUSE113","Ischaemic heart disease","","12[ 8–16]","11.64428","8.01868","15.56870","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","EUR","Europe","","IRL","Ireland","","MLE","Male","","ENVCAUSE068","Trachea, bronchus, lung cancers","","2[ 1–4]","2.08467","0.82404","3.90201","","",""
